,Name,F,M,Prob_F
725,abdiladhif,0.0,1.0,0.0
726,abdilahi,0.0,10.0,0.0
727,abdimalik,0.0,217.0,0.0
728,abdinajib,0.0,5.0,0.0
729,abdinasir,0.0,175.0,0.0
730,abdiqadir,0.0,2.0,0.0
731,abdiqani,0.0,27.0,0.0
732,abdirahim,0.0,83.0,0.0
733,abdirahin,0.0,6.0,0.0
734,abdirahman,0.0,1766.0,0.0
735,abdirashid,0.0,40.0,0.0
736,abdirazaq,0.0,1.0,0.0
737,abdirisak,0.0,1.0,0.0
738,abdirisaq,0.0,12.0,0.0
739,abdirizak,0.0,88.0,0.0
740,abdirizaq,0.0,5.0,0.0
741,abdisalam,0.0,5.0,0.0
742,abdisalan,0.0,11.0,0.0
743,abdisamad,0.0,23.0,0.0
744,abdisamat,0.0,1.0,0.0
745,abdishakur,0.0,69.0,0.0
746,abdiwahab,0.0,19.0,0.0
747,abdiwali,0.0,5.0,0.0
748,abdlsalem,0.0,1.0,0.0
749,abdo,0.0,67.0,0.0
750,abdollah,0.0,1.0,0.0
751,abdon,0.0,364.0,0.0
752,abdou,0.0,229.0,0.0
753,abdoul,0.0,453.0,0.0
754,abdoulaye,0.0,694.0,0.0
755,abdoulaziz,0.0,10.0,0.0
756,abdoulie,0.0,120.0,0.0
757,abdourahman,0.0,11.0,0.0
758,abdourahmane,0.0,23.0,0.0
759,abdrahman,0.0,15.0,0.0
760,abdrew,0.0,6.0,0.0
761,abdriel,0.0,14.0,0.0
762,abdu,0.0,32.0,0.0
763,abdual,0.0,17.0,0.0
764,abduallah,0.0,32.0,0.0
765,abduel,0.0,5.0,0.0
766,abdujilil,0.0,1.0,0.0
767,abdul,0.0,6062.0,0.0
768,abdul-halim,0.0,1.0,0.0
769,abdul-jalil,0.0,2.0,0.0
770,abdul-karim,0.0,1.0,0.0
771,abdul-malik,0.0,2.0,0.0
772,abdul-nasser,0.0,1.0,0.0
773,abdul-rahman,0.0,2.0,0.0
774,abdul-sattar,0.0,1.0,0.0
775,abdul-sumad,0.0,1.0,0.0
776,abdula,0.0,39.0,0.0
777,abdulah,0.0,76.0,0.0
778,abdulahad,0.0,89.0,0.0
779,abdulahi,0.0,429.0,0.0
780,abdulai,0.0,84.0,0.0
781,abdulallah,0.0,1.0,0.0
782,abdulaye,0.0,6.0,0.0
783,abdulazeem,0.0,5.0,0.0
784,abdulazeez,0.0,31.0,0.0
785,abdulazim,0.0,5.0,0.0
786,abdulaziz,0.0,1373.0,0.0
787,abdulbari,0.0,5.0,0.0
788,abdulbasit,0.0,25.0,0.0
789,abdule,0.0,6.0,0.0
790,abdulelaah,0.0,1.0,0.0
791,abdulelah,0.0,39.0,0.0
792,abdulgader,0.0,1.0,0.0
793,abdulghani,0.0,11.0,0.0
794,abdulhaadi,0.0,5.0,0.0
795,abdulhadi,0.0,137.0,0.0
796,abdulhakeem,0.0,45.0,0.0
797,abdulhakim,0.0,18.0,0.0
798,abdulhaleem,0.0,1.0,0.0
799,abdulhalim,0.0,6.0,0.0
800,abdulhameed,0.0,11.0,0.0
801,abdulhamid,0.0,76.0,0.0
802,abdulhamied,0.0,1.0,0.0
803,abduljabbar,0.0,26.0,0.0
804,abduljaleel,0.0,5.0,0.0
805,abduljalil,0.0,5.0,0.0
806,abdulkader,0.0,1.0,0.0
807,abdulkadir,0.0,132.0,0.0
808,abdulkareem,0.0,191.0,0.0
809,abdulkarim,0.0,158.0,0.0
810,abdulkhaliq,0.0,18.0,0.0
811,abdull,0.0,5.0,0.0
812,abdulla,0.0,458.0,0.0
813,abdullah,0.0,7598.0,0.0
814,abdullah-jamiil,0.0,1.0,0.0
815,abdullahi,0.0,1430.0,0.0
816,abdullatif,0.0,48.0,0.0
817,abdulloh,0.0,62.0,0.0
818,abdulmajeed,0.0,36.0,0.0
819,abdulmajid,0.0,21.0,0.0
820,abdulmalek,0.0,5.0,0.0
821,abdulmalik,0.0,454.0,0.0
822,abdulmannan,0.0,5.0,0.0
823,abdulmohsen,0.0,21.0,0.0
824,abdulnasir,0.0,5.0,0.0
825,abdulqader,0.0,1.0,0.0
826,abdulqadir,0.0,45.0,0.0
827,abdulraheem,0.0,121.0,0.0
828,abdulrahiem,0.0,1.0,0.0
829,abdulrahim,0.0,99.0,0.0
830,abdulrahman,0.0,2317.0,0.0
831,abdulrazaq,0.0,5.0,0.0
832,abdulrehman,0.0,55.0,0.0
833,abdulrhman,0.0,28.0,0.0
834,abdulsalam,0.0,53.0,0.0
835,abdulsamad,0.0,27.0,0.0
836,abdulwadud,0.0,5.0,0.0
837,abdulwahab,0.0,152.0,0.0
838,abdulwahid,0.0,18.0,0.0
839,abdulwali,0.0,11.0,0.0
840,abdur,0.0,284.0,0.0
841,abdurahim,0.0,6.0,0.0
842,abdurahman,0.0,360.0,0.0
843,abdurahmon,0.0,5.0,0.0
844,abdurraheem,0.0,33.0,0.0
845,abdurrahim,0.0,27.0,0.0
846,abdurrahmaan,0.0,5.0,0.0
847,abdurrahman,0.0,803.0,0.0
848,abdurrehman,0.0,36.0,0.0
849,abdussamad,0.0,6.0,0.0
850,abe,0.0,9304.0,0.0
851,abeal,0.0,5.0,0.0
852,abeba,1.0,0.0,1.0
853,abed,0.0,207.0,0.0
854,abed-kader,0.0,1.0,0.0
855,abedallah,0.0,16.0,0.0
856,abedalrahman,0.0,11.0,0.0
857,abedghani,0.0,1.0,0.0
858,abednego,0.0,68.0,0.0
859,abeeha,113.0,0.0,1.0
860,abeel,0.0,1.0,0.0
861,abeemelek,0.0,1.0,0.0
862,abeer,569.0,68.0,0.8932496075353218
863,abeera,62.0,0.0,1.0
864,abegail,513.0,0.0,1.0
865,abegale,5.0,0.0,1.0
866,abegayle,24.0,0.0,1.0
867,abeir,2.0,0.0,1.0
868,abel,129.0,54056.0,0.0023807326750945835
869,abel-biranibwebwe,0.0,1.0,0.0
870,abel-jay,0.0,1.0,0.0
871,abela,22.0,0.0,1.0
872,abelardo,0.0,4545.0,0.0
873,abele,0.0,2.0,0.0
874,abelina,538.0,0.0,1.0
875,abelino,0.0,870.0,0.0
876,abell,5.0,24.0,0.1724137931034483
877,abella,804.0,0.0,1.0
878,abem,0.0,67.0,0.0
879,abema,0.0,1.0,0.0
880,aben,0.0,29.0,0.0
881,abena,597.0,0.0,1.0
882,abenazer,0.0,1.0,0.0
883,abeneezer,0.0,1.0,0.0
884,abenezer,0.0,174.0,0.0
885,abeni,367.0,0.0,1.0
886,abeny,3.0,0.0,1.0
887,aber,10.0,0.0,1.0
888,aberdeen,174.0,0.0,1.0
889,abergail,1.0,0.0,1.0
890,aberham,0.0,25.0,0.0
891,abernathy,33.0,0.0,1.0
892,abert,0.0,15.0,0.0
893,abery,8.0,0.0,1.0
894,abey,18.0,10.0,0.6428571428571429
895,abey-lee,1.0,0.0,1.0
896,abgail,29.0,0.0,1.0
897,abha,58.0,0.0,1.0
898,abhai,0.0,1.0,0.0
899,abhaki,1.0,0.0,1.0
900,abhash,0.0,2.0,0.0
901,abhay,0.0,718.0,0.0
902,abhaya,0.0,1.0,0.0
903,abhaypratap,0.0,1.0,0.0
904,abhaysingh,0.0,1.0,0.0
905,abhayveer,0.0,2.0,0.0
906,abheek,0.0,8.0,0.0
907,abhi,0.0,254.0,0.0
908,abhidyu,0.0,1.0,0.0
909,abhigna,48.0,0.0,1.0
910,abhignya,1.0,0.0,1.0
911,abhijay,0.0,100.0,0.0
912,abhijeet,0.0,49.0,0.0
913,abhijit,0.0,45.0,0.0
914,abhijot,0.0,98.0,0.0
915,abhik,0.0,22.0,0.0
916,abhikirat,0.0,1.0,0.0
917,abhilash,0.0,23.0,0.0
918,abhilasha,1.0,0.0,1.0
919,abhimanu,0.0,1.0,0.0
920,abhimanyu,0.0,203.0,0.0
921,abhinandan,0.0,2.0,0.0
922,abhinash,0.0,1.0,0.0
923,abhinav,0.0,1796.0,0.0
924,abhinay,0.0,7.0,0.0
925,abhinaya,5.0,0.0,1.0
926,abhinniti,1.0,0.0,1.0
927,abhinoor,0.0,1.0,0.0
928,abhinwav,0.0,1.0,0.0
929,abhir,0.0,8.0,0.0
930,abhiraam,0.0,6.0,0.0
931,abhiraj,0.0,83.0,0.0
932,abhiram,0.0,937.0,0.0
933,abhirami,5.0,0.0,1.0
934,abhireet,0.0,1.0,0.0
935,abhirup,0.0,10.0,0.0
936,abhisek,0.0,5.0,0.0
937,abhisekh,0.0,1.0,0.0
938,abhishak,0.0,2.0,0.0
939,abhishek,0.0,843.0,0.0
940,abhishekh,0.0,2.0,0.0
941,abhishiek,0.0,1.0,0.0
942,abhishik,0.0,1.0,0.0
943,abhishikth,0.0,1.0,0.0
944,abhitaj,0.0,1.0,0.0
945,abhyuday,0.0,11.0,0.0
946,abi,547.0,23.0,0.9596491228070175
947,abi-gail,1.0,0.0,1.0
948,abi-rose,1.0,0.0,1.0
949,abia,99.0,0.0,1.0
950,abiagael,1.0,0.0,1.0
951,abiageal,145.0,0.0,1.0
952,abiah,55.0,0.0,1.0
953,abian,0.0,20.0,0.0
954,abianna,10.0,0.0,1.0
955,abiar,2.0,0.0,1.0
956,abibail,6.0,0.0,1.0
957,abid,0.0,353.0,0.0
958,abida,48.0,0.0,1.0
959,abidah,6.0,0.0,1.0
960,abidan,0.0,16.0,0.0
961,abie,67.0,657.0,0.0925414364640884
962,abiebatu,1.0,0.0,1.0
963,abiegail,15.0,0.0,1.0
964,abiei,5.0,0.0,1.0
965,abiel,28.0,1203.0,0.022745735174654752
966,abiela,20.0,0.0,1.0
967,abiella,16.0,0.0,1.0
968,abiezer,0.0,12.0,0.0
969,abigael,1738.0,5.0,0.9971313826735514
970,abigaelle,172.0,0.0,1.0
971,abigahil,42.0,0.0,1.0
972,abigai,12.0,0.0,1.0
973,abigail,376102.0,675.0,0.9982084893716974
974,abigaile,595.0,0.0,1.0
975,abigailgrace,18.0,0.0,1.0
976,abigaille,27.0,0.0,1.0
977,abigailmarie,11.0,0.0,1.0
978,abigailrose,25.0,0.0,1.0
979,abigal,783.0,0.0,1.0
980,abigale,5668.0,0.0,1.0
981,abigayil,21.0,0.0,1.0
982,abigayl,345.0,0.0,1.0
983,abigayle,6004.0,5.0,0.999167914794475
984,abigeal,22.0,0.0,1.0
985,abigel,31.0,0.0,1.0
986,abigial,172.0,0.0,1.0
987,abiha,137.0,0.0,1.0
988,abihail,29.0,0.0,1.0
989,abijah,57.0,278.0,0.1701492537313433
990,abijai,1.0,0.0,1.0
991,abijot,0.0,1.0,0.0
992,abileigh,1.0,0.0,1.0
993,abilene,1132.0,0.0,1.0
994,abilgail,28.0,0.0,1.0
995,abilio,0.0,5.0,0.0
996,abilyn,5.0,0.0,1.0
997,abilynn,6.0,0.0,1.0
998,abimael,0.0,1202.0,0.0
999,abimbola,80.0,5.0,0.9411764705882353
1000,abimelec,0.0,67.0,0.0
1001,abimelech,0.0,1.0,0.0
1002,abin,0.0,10.0,0.0
1003,abinadab,0.0,5.0,0.0
1004,abinadi,0.0,22.0,0.0
1005,abinav,0.0,44.0,0.0
1006,abinaya,58.0,0.0,1.0
1007,abiodun,0.0,24.0,0.0
1008,abiol,1.0,0.0,1.0
1009,abiola,164.0,44.0,0.7884615384615384
1010,abiona,19.0,0.0,1.0
1011,abir,99.0,362.0,0.21475054229934923
1012,abira,27.0,0.0,1.0
1013,abiral,0.0,1.0,0.0
1014,abiram,0.0,12.0,0.0
1015,abirami,36.0,0.0,1.0
1016,abisag,17.0,0.0,1.0
1017,abisai,75.0,895.0,0.07731958762886598
1018,abisaid,0.0,5.0,0.0
1019,abiselom,0.0,1.0,0.0
1020,abish,24.0,0.0,1.0
1021,abisha,53.0,0.0,1.0
1022,abishai,26.0,206.0,0.11206896551724138
1023,abishak,0.0,1.0,0.0
1024,abishek,0.0,53.0,0.0
1025,abishkka,1.0,0.0,1.0
1026,abisola,110.0,0.0,1.0
1027,abit,0.0,1.0,0.0
1028,abiud,0.0,6.0,0.0
1029,abiy,0.0,10.0,0.0
1030,abiya,5.0,0.0,1.0
1031,abiyah,12.0,5.0,0.7058823529411765
1032,abla,11.0,0.0,1.0
1033,ablakat,15.0,0.0,1.0
1034,ablavi,1.0,0.0,1.0
1035,able,0.0,955.0,0.0
1036,ablett,0.0,1.0,0.0
1037,abnel,0.0,6.0,0.0
1038,abner,0.0,7925.0,0.0
1039,abney,10.0,5.0,0.6666666666666666
1040,abniel,0.0,5.0,0.0
1041,abolfaz,0.0,1.0,0.0
1042,abolfazi,0.0,1.0,0.0
1043,abolfazl,0.0,2.0,0.0
1044,abolhasan,0.0,1.0,0.0
1045,aboma,0.0,1.0,0.0
1046,abony,43.0,0.0,1.0
1047,abot,1.0,0.0,1.0
1048,abou,0.0,69.0,0.0
1049,aboubacar,0.0,345.0,0.0
1050,aboubakar,0.0,36.0,0.0
1051,aboung,1.0,0.0,1.0
1052,abra,995.0,0.0,1.0
1053,abraam,0.0,47.0,0.0
1054,abraar,0.0,12.0,0.0
1055,abrah,43.0,1.0,0.9772727272727273
1056,abraham,224.0,93050.0,0.0024015266848210646
1057,abraham-tiima,0.0,1.0,0.0
1058,abrahan,0.0,996.0,0.0
1059,abraheem,0.0,22.0,0.0
1060,abrahem,0.0,43.0,0.0
1061,abrahim,0.0,624.0,0.0
1062,abrahm,0.0,724.0,0.0
1063,abram,0.0,17413.0,0.0
1064,abramo,0.0,3.0,0.0
1065,abran,0.0,2053.0,0.0
1066,abranda,5.0,0.0,1.0
1067,abrar,415.0,394.0,0.5129789864029666
1068,abraxas,5.0,17.0,0.22727272727272727
1069,abraya,5.0,0.0,1.0
1070,abrea,184.0,0.0,1.0
1071,abreana,44.0,0.0,1.0
1072,abreanna,261.0,0.0,1.0
1073,abree,598.0,0.0,1.0
1074,abreia,6.0,0.0,1.0
1075,abrem,0.0,5.0,0.0
1076,abren,0.0,11.0,0.0
1077,abreona,6.0,0.0,1.0
1078,abreonna,15.0,0.0,1.0
1079,abrethe,1.0,0.0,1.0
1080,abrey,148.0,0.0,1.0
1081,abreya,5.0,0.0,1.0
1082,abrham,0.0,131.0,0.0
1083,abri,211.0,0.0,1.0
1084,abria,846.0,0.0,1.0
1085,abriah,35.0,0.0,1.0
1086,abrial,121.0,0.0,1.0
1087,abriam,0.0,5.0,0.0
1088,abrian,5.0,325.0,0.015151515151515152
1089,abriana,2430.0,0.0,1.0
1090,abrianna,4055.0,0.0,1.0
1091,abriannah,15.0,0.0,1.0
1092,abrianne,15.0,0.0,1.0
1093,abrie,284.0,0.0,1.0
1094,abrie-may,1.0,0.0,1.0
1095,abriel,633.0,427.0,0.5971698113207548
1096,abriela,51.0,0.0,1.0
1097,abriele,5.0,0.0,1.0
1098,abriella,1445.0,0.0,1.0
1099,abrielle,3881.0,0.0,1.0
1100,abrien,0.0,27.0,0.0
1101,abrienne,27.0,0.0,1.0
1102,abrigail,26.0,0.0,1.0
1103,abrihet,6.0,0.0,1.0
1104,abrik,0.0,1.0,0.0
1105,abril,7852.0,5.0,0.9993636247931781
1106,abrille,10.0,0.0,1.0
1107,abrina,175.0,0.0,1.0
1108,abrion,0.0,11.0,0.0
1109,abriona,20.0,0.0,1.0
1110,abrionna,54.0,0.0,1.0
1111,abrish,73.0,0.0,1.0
1112,abriya,29.0,0.0,1.0
1113,abriyah,11.0,0.0,1.0
1114,abriyana,6.0,0.0,1.0
1115,abrom,0.0,6.0,0.0
1116,abron,0.0,254.0,0.0
1117,abrona,1.0,0.0,1.0
1118,abrum,0.0,57.0,0.0
1119,abry,13.0,0.0,1.0
1120,abryana,182.0,0.0,1.0
1121,abryanna,265.0,0.0,1.0
1122,abryella,17.0,0.0,1.0
1123,abryelle,32.0,0.0,1.0
1124,abryl,14.0,0.0,1.0
1125,absalat,41.0,0.0,1.0
1126,absalom,0.0,167.0,0.0
1127,absalon,0.0,38.0,0.0
1128,abshir,0.0,75.0,0.0
1129,abshiro,1.0,0.0,1.0
1130,absidy,17.0,0.0,1.0
1131,absitie,1.0,0.0,1.0
1132,abtin,0.0,8.0,0.0
1133,abu,0.0,417.0,0.0
1134,abu-bakar,0.0,1.0,0.0
1135,abu-bakari,0.0,1.0,0.0
1136,abubacar,0.0,14.0,0.0
1137,abubacarr,0.0,20.0,0.0
1138,abubakar,0.0,654.0,0.0
1139,abubakarr,0.0,40.0,0.0
1140,abubakary,0.0,10.0,0.0
1141,abubaker,0.0,32.0,0.0
1142,abubakr,0.0,401.0,0.0
1143,abuk,62.0,0.0,1.0
1144,abukar,0.0,33.0,0.0
1145,abul,3.0,1.0,0.75
1146,abulfadal,0.0,1.0,0.0
1147,abulfazel,0.0,1.0,0.0
1148,abulfazl,0.0,1.0,0.0
1149,abundio,0.0,210.0,0.0
1150,abuol,1.0,0.0,1.0
1151,abuor,1.0,0.0,1.0
1152,abur,0.0,1.0,0.0
1153,abuzar,0.0,2.0,0.0
1154,aby,221.0,56.0,0.7978339350180506
1155,abyade,10.0,0.0,1.0
1156,abyan,38.0,124.0,0.2345679012345679
1157,abyaz,0.0,1.0,0.0
1158,abygael,43.0,0.0,1.0
1159,abygail,2644.0,0.0,1.0
1160,abygaile,13.0,0.0,1.0
1161,abygale,342.0,0.0,1.0
1162,abygayle,147.0,0.0,1.0
1163,abyit,1.0,0.0,1.0
1164,abyssinia,24.0,0.0,1.0
1165,abyu,0.0,1.0,0.0
1166,ac,0.0,119.0,0.0
1167,ac-erini,1.0,0.0,1.0
1168,acaccia,1.0,0.0,1.0
1169,acacia,4157.0,0.0,1.0
1170,acacia-rose,1.0,0.0,1.0
1171,acacius,0.0,6.0,0.0
1172,acacsia,1.0,0.0,1.0
1173,acadia,857.0,0.0,1.0
1174,acaesiah,1.0,0.0,1.0
1175,acai,0.0,5.0,0.0
1176,acamas,0.0,11.0,0.0
1177,acar,0.0,1.0,0.0
1178,acari,6.0,38.0,0.13636363636363635
1179,acashia,1.0,0.0,1.0
1180,acasia,121.0,0.0,1.0
1181,acaysha,1.0,0.0,1.0
1182,accacia,28.0,0.0,1.0
1183,accacia-lee,1.0,0.0,1.0
1184,accalia,100.0,0.0,1.0
1185,access,0.0,6.0,0.0
1186,acchille,0.0,1.0,0.0
1187,accie,0.0,5.0,0.0
1188,accursio,0.0,5.0,0.0
1189,ace,35.0,11188.0,0.0031185957408892454
1190,ace-john,0.0,1.0,0.0
1191,ace-lindsay,0.0,1.0,0.0
1192,acea,5.0,72.0,0.06493506493506493
1193,aceia,1.0,0.0,1.0
1194,acein,0.0,5.0,0.0
1195,aceion,0.0,24.0,0.0
1196,acel,0.0,69.0,0.0
1197,acelee,5.0,0.0,1.0
1198,acelia,9.0,0.0,1.0
1199,acelin,20.0,120.0,0.14285714285714285
1200,acelino,0.0,7.0,0.0
1201,acelyn,449.0,18.0,0.961456102783726
1202,acelynn,756.0,0.0,1.0
1203,acen,0.0,393.0,0.0
1204,acencion,0.0,27.0,0.0
1205,aceng,1.0,0.0,1.0
1206,aceon,0.0,44.0,0.0
1207,acer,0.0,45.0,0.0
1208,acesen,0.0,10.0,0.0
1209,aceson,0.0,284.0,0.0
1210,aceston,0.0,12.0,0.0
1211,acesyn,0.0,39.0,0.0
1212,aceton,0.0,74.0,0.0
1213,acey,24.0,423.0,0.053691275167785234
1214,aceyn,0.0,111.0,0.0
1215,aceyon,0.0,5.0,0.0
1216,achai,3.0,6.0,0.3333333333333333
1217,achaia,62.0,0.0,1.0
1218,achaius,0.0,5.0,0.0
1219,achamma,1.0,0.0,1.0
1220,achan,6.0,0.0,1.0
1221,achante,35.0,0.0,1.0
1222,achanti,5.0,0.0,1.0
1223,achara,1.0,0.0,1.0
1224,achary,0.0,48.0,0.0
1225,achazia,6.0,0.0,1.0
1226,achel,46.0,0.0,1.0
1227,acheron,0.0,63.0,0.0
1228,achiech,2.0,0.0,1.0
1229,achiek,0.0,1.0,0.0
1230,achiek-lyric,0.0,1.0,0.0
1231,achien,0.0,2.0,0.0
1232,achieu,2.0,0.0,1.0
1233,achik,1.0,0.0,1.0
1234,achille,0.0,364.0,0.0
1235,achillea-archie,0.0,1.0,0.0
1236,achilleas,0.0,6.0,0.0
1237,achillee,0.0,1.0,0.0
1238,achilles,0.0,2589.0,0.0
1239,achilleus,0.0,23.0,0.0
1240,achillies,0.0,88.0,0.0
1241,achim,0.0,7.0,0.0
1242,achin,0.0,1.0,0.0
1243,achintya,0.0,43.0,0.0
1244,achira,0.0,1.0,0.0
1245,achiro,1.0,0.0,1.0
1246,achiropita,1.0,0.0,1.0
1247,achok,3.0,0.0,1.0
1248,achol,84.0,0.0,1.0
1249,acholdit,1.0,0.0,1.0
1250,achraf,0.0,10.0,0.0
1251,achrin,1.0,0.0,1.0
1252,achsa,12.0,0.0,1.0
1253,achsah,81.0,0.0,1.0
1254,achuil,0.0,1.0,0.0
1255,achuoth,0.0,1.0,0.0
1256,achut,1.0,0.0,1.0
1257,achutan,0.0,1.0,0.0
1258,achyut,0.0,59.0,0.0
1259,achyuth,0.0,43.0,0.0
1260,acia,6.0,0.0,1.0
1261,aciano,0.0,5.0,0.0
1262,acie,50.0,2062.0,0.023674242424242424
1263,aciech,1.0,0.0,1.0
1264,aciel,0.0,7.0,0.0
1265,acil,0.0,12.0,0.0
1266,acire,71.0,0.0,1.0
1267,acis,0.0,1.0,0.0
1268,ackeem,0.0,32.0,0.0
1269,acklam,1.0,0.0,1.0
1270,ackley,5.0,22.0,0.18518518518518517
1271,acland,0.0,1.0,0.0
1272,acob,0.0,5.0,0.0
1273,acocia,1.0,0.0,1.0
1274,acostino,0.0,1.0,0.0
1275,acoumina,1.0,0.0,1.0
1276,acquanetta,259.0,0.0,1.0
1277,acquanette,13.0,0.0,1.0
1278,acsa,110.0,0.0,1.0
1279,acsah,1.0,0.0,1.0
1280,acuek,0.0,1.0,0.0
1281,acura,26.0,0.0,1.0
1282,acut,1.0,0.0,1.0
1283,acxa,1.0,0.0,1.0
1284,acxel,0.0,225.0,0.0
1285,acy,5.0,274.0,0.017921146953405017
1286,ad,0.0,73.0,0.0
1287,ada,96829.0,288.0,0.9970345047725939
1288,ada-lee,1.0,0.0,1.0
1289,ada-mae,1.0,0.0,1.0
1290,ada-maria,1.0,0.0,1.0
1291,adab,0.0,1.0,0.0
1292,adabel,26.0,0.0,1.0
1293,adabella,165.0,0.0,1.0
1294,adabelle,343.0,0.0,1.0
1295,adacia,5.0,0.0,1.0
1296,adae,5.0,5.0,0.5
1297,adael,0.0,258.0,0.0
1298,adaela,5.0,0.0,1.0
1299,adaelyn,6.0,0.0,1.0
1300,adaeze,437.0,0.0,1.0
1301,adagio,0.0,20.0,0.0
1302,adah,3441.0,0.0,1.0
1303,adahir,0.0,56.0,0.0
1304,adahli,23.0,0.0,1.0
1305,adahlia,123.0,0.0,1.0
1306,adahy,0.0,6.0,0.0
1307,adai,24.0,0.0,1.0
1308,adaia,128.0,0.0,1.0
1309,adaiah,270.0,65.0,0.8059701492537313
1310,adaija,34.0,0.0,1.0
1311,adaijah,82.0,0.0,1.0
1312,adailyn,16.0,0.0,1.0
1313,adain,0.0,322.0,0.0
1314,adair,1317.0,1484.0,0.47018921813637987
1315,adaira,181.0,0.0,1.0
1316,adaire,54.0,0.0,1.0
1317,adairis,5.0,0.0,1.0
1318,adaisha,119.0,0.0,1.0
1319,adaisia,7.0,0.0,1.0
1320,adaiya,6.0,0.0,1.0
1321,adaiyah,5.0,0.0,1.0
1322,adaja,100.0,0.0,1.0
1323,adajah,77.0,0.0,1.0
1324,adaku,7.0,0.0,1.0
1325,adal,0.0,326.0,0.0
1326,adala,6.0,0.0,1.0
1327,adalade,5.0,0.0,1.0
1328,adalae,205.0,0.0,1.0
1329,adalai,99.0,0.0,1.0
1330,adalaide,251.0,0.0,1.0
1331,adalaina,7.0,0.0,1.0
1332,adalat,0.0,2.0,0.0
1333,adalay,147.0,0.0,1.0
1334,adalaya,94.0,0.0,1.0
1335,adalayah,10.0,0.0,1.0
1336,adalayde,13.0,0.0,1.0
1337,adalayna,6.0,0.0,1.0
1338,adalbert,0.0,94.0,0.0
1339,adalberto,0.0,4621.0,0.0
1340,adale,10.0,0.0,1.0
1341,adalea,69.0,0.0,1.0
1342,adaleah,101.0,0.0,1.0
1343,adalee,2341.0,0.0,1.0
1344,adaleen,83.0,0.0,1.0
1345,adaleena,75.0,0.0,1.0
1346,adalei,148.0,0.0,1.0
1347,adaleia,20.0,0.0,1.0
1348,adaleigh,1065.0,0.0,1.0
1349,adaleine,12.0,0.0,1.0
1350,adalen,44.0,0.0,1.0
1351,adalena,412.0,0.0,1.0
1352,adalene,591.0,0.0,1.0
1353,adaley,241.0,0.0,1.0
1354,adaleya,33.0,0.0,1.0
1355,adaleyza,38.0,0.0,1.0
1356,adalhi,5.0,0.0,1.0
1357,adali,477.0,24.0,0.9520958083832335
1358,adalia,1738.0,0.0,1.0
1359,adaliah,148.0,0.0,1.0
1360,adalicia,42.0,0.0,1.0
1361,adalid,11.0,113.0,0.08870967741935484
1362,adalida,116.0,0.0,1.0
1363,adalie,1508.0,0.0,1.0
1364,adaliene,18.0,0.0,1.0
1365,adalin,340.0,0.0,1.0
1366,adalina,1293.0,0.0,1.0
1367,adalind,511.0,0.0,1.0
1368,adalinda,10.0,0.0,1.0
1369,adaline,9614.0,0.0,1.0
1370,adalinn,53.0,0.0,1.0
1371,adalinna,5.0,0.0,1.0
1372,adalinne,5.0,0.0,1.0
1373,adalis,190.0,0.0,1.0
1374,adalisa,6.0,0.0,1.0
1375,adalise,56.0,0.0,1.0
1376,adalisse,5.0,0.0,1.0
1377,adalita,3.0,0.0,1.0
1378,adalius,0.0,9.0,0.0
1379,adaliyah,28.0,0.0,1.0
1380,adaliz,321.0,0.0,1.0
1381,adalize,6.0,0.0,1.0
1382,adallyn,34.0,0.0,1.0
1383,adaly,597.0,0.0,1.0
1384,adalya,10.0,0.0,1.0
1385,adalye,10.0,0.0,1.0
1386,adalyn,19733.0,0.0,1.0
1387,adalyna,81.0,0.0,1.0
1388,adalynd,72.0,0.0,1.0
1389,adalyne,561.0,0.0,1.0
1390,adalynn,19497.0,0.0,1.0
1391,adalynna,5.0,0.0,1.0
1392,adalynne,787.0,0.0,1.0
1393,adalys,35.0,0.0,1.0
1394,adalyse,6.0,0.0,1.0
1395,adam,2245.0,613090.0,0.0036484191537942746
1396,adam-frank,0.0,2.0,0.0
1397,adam-jacob,0.0,1.0,0.0
1398,adam-james,0.0,1.0,0.0
1399,adam-lee,0.0,1.0,0.0
1400,adam-leigh,0.0,1.0,0.0
1401,adam-mark,0.0,1.0,0.0
1402,adam-troy,0.0,3.0,0.0
1403,adama,522.0,362.0,0.5904977375565611
1404,adamae,117.0,0.0,1.0
1405,adamandia,1.0,0.0,1.0
1406,adamandia-amanda,1.0,0.0,1.0
1407,adamandios,0.0,2.0,0.0
1408,adamantia,3.0,0.0,1.0
1409,adamantina,1.0,0.0,1.0
1410,adamantios,0.0,3.0,0.0
1411,adamari,1840.0,0.0,1.0
1412,adamarie,142.0,0.0,1.0
1413,adamaris,2937.0,0.0,1.0
1414,adamariz,222.0,0.0,1.0
1415,adamary,632.0,0.0,1.0
1416,adamarys,206.0,0.0,1.0
1417,adamina,20.0,0.0,1.0
1418,adamjames,0.0,5.0,0.0
1419,adamm,0.0,12.0,0.0
1420,adamma,5.0,0.0,1.0
1421,adammichael,0.0,6.0,0.0
1422,adamo,0.0,30.0,0.0
1423,adams,0.0,1112.0,0.0
1424,adan,123.0,27459.0,0.00445943006308462
1425,adana,219.0,0.0,1.0
1426,adanaya,1.0,0.0,1.0
1427,adaneli,11.0,0.0,1.0
1428,adanelly,28.0,0.0,1.0
1429,adanely,100.0,0.0,1.0
1430,adanna,528.0,0.0,1.0
1431,adannaya,30.0,0.0,1.0
